,maximum,minimum,mean,std,index
0,146,76,130.76666666666668,15.411431543572448,1
1,148,71,135.3,16.081355664246622,11
2,148,67,129.5,16.853782958137298,4
3,147,81,133.76666666666668,14.89000410417071,5
