,maximum,minimum,mean,std,index
0,149,106,134.7,10.736697195444624,17
1,146,103,132.26666666666668,11.337058211409444,0
2,149,108,134.4,11.256405583784955,5
3,149,111,134.2,11.475771578997916,5
