,maximum,minimum,mean,std,index
0,50530.0,26029.0,40201.566666666666,10056.836148223865,7
1,50530.0,26028.0,40201.566666666666,10056.92715721634,7
2,50530.0,26028.0,40201.666666666664,10056.9459589988,7
3,50530.0,26028.0,40201.7,10057.154926220439,7
