,maximum,minimum,mean,std,index
0,72407.0,65491.0,68950.7,1829.7048969711561,25
1,72407.0,65492.0,68950.76666666666,1829.5953593322836,25
2,72408.0,65493.0,68951.0,1829.752478706671,25
3,72407.0,65492.0,68950.73333333334,1829.810480775399,25
