,maximum,minimum,mean,std,index
0,148,96,129.13333333333333,16.989670064156304,9
1,146,91,126.86666666666666,17.14979753686783,16
2,149,86,129.56666666666666,17.36986534841949,24
3,149,81,126.56666666666666,18.842652561557152,4
