,maximum,minimum,mean,std,index
0,97526.0,79542.0,90571.7,4825.94310748345,26
1,97526.0,79542.0,90571.9,4825.801642214657,26
2,97526.0,79542.0,90571.83333333333,4825.699272874588,26
3,97526.0,79542.0,90605.16666666667,4842.251818340428,26
