,maximum,minimum,mean,std,index
0,113502.0,81417.0,95630.2,8205.221343348085,7
1,113503.0,81417.0,95630.36666666667,8241.59480716901,7
2,113503.0,81417.0,95663.63333333333,8242.96588000266,7
3,113503.0,81417.0,95663.66666666667,8243.090154116175,7
