,maximum,minimum,mean,std,index
0,148,111,132.73333333333332,11.488931871830415,0
1,148,114,136.13333333333333,10.449029726353801,7
2,149,111,134.5,10.45546109297269,0
3,149,116,135.63333333333333,9.974912976507168,0
