,maximum,minimum,mean,std,index
0,147,121,137.2,7.751988992080536,7
1,149,116,136.43333333333334,9.149438355561536,6
2,148,102,135.83333333333334,11.189528835279715,18
3,149,97,133.83333333333334,11.767422072069099,21
